1455,fashion,n,фасон,Check out the latest in fashion.,1717,1.321
1456,fashion,n,"стиль, мода",Check out the latest in fashion.,1717,1.321
1457,fashion,v,"придавать вид, форму",Check out the latest in fashion.,1717,1.321
1458,fast,a,быстрый,That rope is dangerously loose. Make it fast!,420,7.555
1459,fast,a,прочный,That rope is dangerously loose. Make it fast!,420,7.555
1460,fast,adv,быстро,That rope is dangerously loose. Make it fast!,420,7.555
1461,fast,a,прочно,That rope is dangerously loose. Make it fast!,420,7.555
1462,fat,n,жир,We need to trim the fat in this company,1076,2.446
1463,fat,a,жирный,We need to trim the fat in this company,1076,2.446
1464,fat,n,толстый,We need to trim the fat in this company,1076,2.446
1465,fault,n,ошибка,"No! This is my fault, not yours.",1753,1.281
1466,fault,n,вина,"No! This is my fault, not yours.",1753,1.281
1467,fear,n,страх,He was struck by fear on seeing the snake.,585,5.089
1468,fear,v,бояться,He was struck by fear on seeing the snake.,585,5.089
1469,feature,n,особенность,one of the features of the landscape,1536,1.55
1470,feature,n,~s черты лица,one of the features of the landscape,1536,1.55
1471,feature,v,быть характ. чертой,one of the features of the landscape,1536,1.55
1472,feed,v,fed,"They sell feed, riding helmets, and everything else for horses.",1045,2.52
1473,feed,v,кормить(ся),"They sell feed, riding helmets, and everything else for horses.",1045,2.52
1474,feed,v,"питаться, есть","They sell feed, riding helmets, and everything else for horses.",1045,2.52
1475,feed,n,"питание, еда, корм","They sell feed, riding helmets, and everything else for horses.",1045,2.52
1476,feed,v,"n- питание, кормление","They sell feed, riding helmets, and everything else for horses.",1045,2.52
1477,feed,a,питающий,"They sell feed, riding helmets, and everything else for horses.",1045,2.52
1478,feel,v,felt,Bark has a rough feel.,127,29.44
1479,feel,v,чувствовать,Bark has a rough feel.,127,29.44
1480,feel,v,"ощущать, трогать",Bark has a rough feel.,127,29.44
1481,feel,v,"также n- чувство, ощущение",Bark has a rough feel.,127,29.44
1482,female,a,женский,"female authors, the leading male and female artists, a female bird cooing at a male, intersex female patients, a trans female vlogger",1465,1.655
1483,female,n,женщина,"female authors, the leading male and female artists, a female bird cooing at a male, intersex female patients, a trans female vlogger",1465,1.655
1484,fence,n,"забор, изгородь",,1258,2.01
1485,fence,v,огораживать,,1258,2.01
1486,few,a,немного,"Many are called, but few are chosen.",218,15.319
1487,few,a,~ несколько,"Many are called, but few are chosen.",218,15.319
1488,fight,n,бой,"A wounded animal will fight like a maniac, relentless, savage and murderous.",402,7.893
1489,fight,n,драка,"A wounded animal will fight like a maniac, relentless, savage and murderous.",402,7.893
1490,fight,n,борьба,"A wounded animal will fight like a maniac, relentless, savage and murderous.",402,7.893
1491,fight,v,fought,"A wounded animal will fight like a maniac, relentless, savage and murderous.",402,7.893
1492,fight,n,"бороться, сражаться",He fought for the Democrats in the last election.,402,7.893
1493,fight,n,драться,"A wounded animal will fight like a maniac, relentless, savage and murderous.",402,7.893
1494,fight,n,также бой,The two boxers have been fighting for more than half an hour.,402,7.893
1495,fight,n,боевой,"A wounded animal will fight like a maniac, relentless, savage and murderous.",402,7.893
1496,figure,n,фигура,a figure in bronze; a figure cut in marble,356,8.886
1497,figure,n,цифра,a figure in bronze; a figure cut in marble,356,8.886
1498,figure,v,вычислять,a figure in bronze; a figure cut in marble,356,8.886
1499,figure,n,понимать,a figure in bronze; a figure cut in marble,356,8.886
1500,fill,v,наполнять,the bucket filled with rain;  the sails fill with wind,444,7.233
1501,fill,v,заполнять,the bucket filled with rain;  the sails fill with wind,444,7.233
1502,film,n,пленка,a clear plastic film for wrapping food,1205,2.129
1503,film,n,фильм,a clear plastic film for wrapping food,1205,2.129
1504,film,v,производить съемку,a clear plastic film for wrapping food,1205,2.129
1505,filter,n,фильтр,,2147,0.98
1506,filter,v,фильтровать,,2147,0.98
1507,final,n,финал,final solution;   the final day of a school term,1062,2.484
1508,final,a,последний,a final judgment;   the battle of Waterloo brought the contest to a final issue,1062,2.484
1509,finally,adv,в заключение,"The contest was long, but the Romans finally conquered.",395,8.072
1510,finally,adv,наконец,"The contest was long, but the Romans finally conquered.",395,8.072
1511,find,v,,I found my car keys. They were under the couch.,113,32.38
1512,find,v,"находить, обнаруживать",I found my car keys. They were under the couch.,113,32.38
1513,fine,a,прекрасный,They filtered silt and fines out of the soil.,452,7.065
1514,fine,a,ясный,They filtered silt and fines out of the soil.,452,7.065
1515,fine,a,изящный,They filtered silt and fines out of the soil.,452,7.065
1516,finish,n,окончание,The car's finish was so shiny and new.,490,6.363
1517,finish,v,"заканчивать(ся), кончать(ся)",The car's finish was so shiny and new.,490,6.363
1518,fire,n,огонь,We sat about the fire singing songs and telling tales.,233,14.366
1519,fire,n,пожар,We sat about the fire singing songs and telling tales.,233,14.366
1520,fire,v,стрелять,We sat about the fire singing songs and telling tales.,233,14.366
1521,fire,n,поджигать,We sat about the fire singing songs and telling tales.,233,14.366
1522,firm,n,фирма,It's good to have a firm grip when shaking hands.,1407,1.743
1523,firm,a,"твердый, крепкий",It's good to have a firm grip when shaking hands.,1407,1.743
1524,firm,n,стойкий,It's good to have a firm grip when shaking hands.,1407,1.743
1525,firm,n,решительный,It's good to have a firm grip when shaking hands.,1407,1.743
1526,firmly,adv,твердо,,2102,1.009
1527,firmly,adv,крепко,,2102,1.009
1528,first,a,первый,He was the first to complete the course.,148,25.561
1529,first,adv,сначала,He was the first to complete the course.,148,25.561
1530,fish,n,рыба,Salmon is a fish.,840,3.317
1531,fish,v,ловить рыбу,Salmon is a fish.,840,3.317
1532,fish,n,также fishing рыбалка,Salmon is a fish.,840,3.317
1533,fit,a,"годный, подходящий","Since he put on weight, his jeans have been a tight fit.",941,2.857
1534,fit,a,здоровый,"Since he put on weight, his jeans have been a tight fit.",941,2.857
1535,fit,v,соответствовать,"Since he put on weight, his jeans have been a tight fit.",941,2.857
1536,fit,a,годиться,"Since he put on weight, his jeans have been a tight fit.",941,2.857
1537,fit,a,прилаживать,"Since he put on weight, his jeans have been a tight fit.",941,2.857
1538,fix,v,закреплять,That plumber's fix is much better than the first one's.,955,2.78
1539,fix,v,чинить,That plumber's fix is much better than the first one's.,955,2.78
1540,fix,v,назначить,That plumber's fix is much better than the first one's.,955,2.78
1541,fix,v,также закрепленный,She fixed dinner for the kids.,955,2.78
1542,fix,v,неизменный,That plumber's fix is much better than the first one's.,955,2.78
1543,fix,v,назначенный,That plumber's fix is much better than the first one's.,955,2.78
1544,flag,n,флаг,Please flag down a taxi for me.,2253,0.909
1545,flag,v,вывешивать флаги,Please flag down a taxi for me.,2253,0.909
1546,flame,n,пламя,The cello has a two-piece back with a beautiful narrow flame.,921,2.957
1547,flame,n,~s горящий,I flamed him for spamming in my favourite newsgroup.,921,2.957
1548,flame,n,сияние,The cello has a two-piece back with a beautiful narrow flame.,921,2.957
1549,flame,n,"пыл, страсть",The cello has a two-piece back with a beautiful narrow flame.,921,2.957
1550,flash,n,вспышка,I just got my first commando flash.,572,5.213
1551,flash,v,вспыхивать,I just got my first commando flash.,572,5.213
1552,flee,v,fled,,2153,0.976
1553,flee,v,"бежать, убегать, спасаться бегством",,2153,0.976
1554,fleet,n,флот,,2341,0.854
1555,fleet,n,флотилия,,2341,0.854
1556,fleet,n,"бухта, залив, ручей",,2341,0.854
1557,fleet,v,"быстро протекать, миновать",,2341,0.854
1558,flick,n,щелчок,,1690,1.348
1559,flick,n,"разг. кино, фильм",,1690,1.348
1560,flick,v,слегка щелкнуть,,1690,1.348
1561,flick,n,"стряхнуть, смахнуть",,1690,1.348
1562,flicker,n,мерцание,,1618,1.458
1563,flicker,v,мерцать,,1618,1.458
1564,flicker,n,трепетать,,1618,1.458
1565,flicker,n,"n- мерцание, мигание",,1618,1.458
1566,flight,n,полет,Most birds are capable of flight.,824,3.432
1567,flight,n,рейс,Most birds are capable of flight.,824,3.432
1568,fling,v,flung,,1957,1.121
1569,fling,v,"бросать, метать, швырять",,1957,1.121
1570,fling,v,"отправить, послать",,1957,1.121
1571,fling,v,"ринуться, броситься",,1957,1.121
1572,flip,n,"легкий удар, щелчок",,1099,2.382
1573,flip,v,"слегка ударить, щелкнуть",,1099,2.382
1574,flip,n,смахнуть,,1099,2.382
1575,flip,n,подбросить в воздух и др.,,1099,2.382
1576,float,n,плавать,"Attach the float and the weight to the fishing line, above the hook.",1189,2.149
1577,float,n,"парить, плыть","Attach the float and the weight to the fishing line, above the hook.",1189,2.149
1578,float,n,наводнять,"Attach the float and the weight to the fishing line, above the hook.",1189,2.149
1579,flood,n,наводнение,a flood of complaints,2014,1.073
1580,flood,n,поток,a flood of complaints,2014,1.073
1581,flood,v,затоплять,a flood of complaints,2014,1.073
1582,flood,n,наводнять,a flood of complaints,2014,1.073
1583,floor,n,пол,The room has a wooden floor.,213,15.526
1584,floor,n,этаж,The room has a wooden floor.,213,15.526
1585,flow,n,"течение, поток",The notion of flow is basic to the study of ordinary differential equations.,1421,1.724
1586,flow,v,"течь, литься",The notion of flow is basic to the study of ordinary differential equations.,1421,1.724
1587,flow,n,струиться,The notion of flow is basic to the study of ordinary differential equations.,1421,1.724
1588,flower,n,цветок,We transplanted the flowers to a larger pot.,1200,2.136
1589,flower,v,украшать цветами,We transplanted the flowers to a larger pot.,1200,2.136
1590,flush,n,"краска, румянец",,2132,0.989
1591,flush,v,"вспыхнуть, (по)краснеть",,2132,0.989
1592,focus,n,фокус,The heat of sunlight at the focus of a magnifying glass can easily set dry leaves on fire.,1233,2.076
1593,focus,n,перен. центр,The heat of sunlight at the focus of a magnifying glass can easily set dry leaves on fire.,1233,2.076
1594,focus,v,фокусировать,The heat of sunlight at the focus of a magnifying glass can easily set dry leaves on fire.,1233,2.076
1595,focus,n,сосредотачивать,The heat of sunlight at the focus of a magnifying glass can easily set dry leaves on fire.,1233,2.076
1596,fog,n,густой туман,,2045,1.055
1597,fog,n,мгла,,2045,1.055
1598,fog,v,затуманивать,,2045,1.055
1599,fold,n,"складка, сгиб","After two reraises in quick succession, John realised his best option was probably a fold.",1128,2.326
1600,fold,v,складывать,"After two reraises in quick succession, John realised his best option was probably a fold.",1128,2.326
1601,fold,n,сгибать,"After two reraises in quick succession, John realised his best option was probably a fold.",1128,2.326
1602,follow,v,"следовать (за), идти (за)",a follow shot,237,14.167
1603,follow,v,следить,a follow shot,237,14.167
1604,follow,v,понимать,a follow shot,237,14.167
1605,fool,n,"дурак, глупец",,1127,2.327
1606,fool,v,дурачиться,,1127,2.327
1607,fool,n,дурачить,,1127,2.327
1608,football,n,футбол,Roman and medieval football matches were more violent than any modern type of football.,2473,0.786
1609,football,n,футбольный мяч,Roman and medieval football matches were more violent than any modern type of football.,2473,0.786
1610,footstep,n,шаг,,1998,1.083
1611,footstep,n,~s шаги,,1998,1.083
1612,force,n,сила,"the force of an appeal, an argument, or a contract",443,7.244
1613,force,n,насилие,"the force of an appeal, an argument, or a contract",443,7.244
1614,force,n,~s войска,"the force of an appeal, an argument, or a contract",443,7.244
1615,force,v,"заставлять, принуждать","the force of an appeal, an argument, or a contract",443,7.244
1616,forget,v,,I have forgotten most of the things I learned in school.,487,6.404
1617,forget,v,"забывать, не помнить",I have forgotten most of the things I learned in school.,487,6.404
1618,forgive,v,,"Forgive others, not because they deserve forgiveness, but because you deserve peace.",2050,1.052
1619,forgive,v,прощать,"Forgive others, not because they deserve forgiveness, but because you deserve peace.",2050,1.052
1620,form,n,форма,"To apply for the position, complete the application form.",644,4.607
1621,form,n,бланк,"To apply for the position, complete the application form.",644,4.607
1622,form,n,класс,"To apply for the position, complete the application form.",644,4.607
1623,form,v,формировать,"To apply for the position, complete the application form.",644,4.607
1624,forth,adv,"вперед, дальше",,1221,2.094
1625,forth,adv,впредь,,1221,2.094
1626,fortune,n,удача,"She read my fortune. Apparently I will have a good love life this week, but I will have a bad week for money.",2396,0.831
1627,fortune,n,счастье,Fortune favors the brave.,2396,0.831
1628,fortune,n,судьба,He's amassed a small fortune working in the Middle East.,2396,0.831
1629,fortune,n,богатство,That car must be worth a fortune! How could you afford it?,2396,0.831
1630,forward,adv,вперед,I'll be glad to forward your mail to you while you're gone.,355,8.92
1631,forward,a,передний,I'll be glad to forward your mail to you while you're gone.,355,8.92
1632,frame,n,каркас,"Now that the frame is complete, we can start on the walls.",730,3.974
1633,frame,n,рама,"Now that the frame is complete, we can start on the walls.",730,3.974
1634,frame,n,кадр,"Now that the frame is complete, we can start on the walls.",730,3.974
1635,frame,v,"составлять, формулировать и др.","Now that the frame is complete, we can start on the walls.",730,3.974
1636,freak,n,"причуда, каприз",,2337,0.856
1637,freak,n,"урод, посмешище",,2337,0.856
1638,freak,v,"капризничать, дурачиться",,2337,0.856
1639,free,a,свободный,He was given free rein to do whatever he wanted.,520,5.971
1640,free,a,бесплатный,He was given free rein to do whatever he wanted.,520,5.971
1641,freeze,v,,The lake froze solid.,637,4.648
1642,freeze,v,замерзать,The lake froze solid.,637,4.648
1643,freeze,v,замораживать,The lake froze solid.,637,4.648
1644,freeze,v,также a- замороженный,The lake froze solid.,637,4.648
1645,fresh,a,свежий,He followed the fresh hoofprints to find the deer.,1242,2.042
1646,fresh,a,новый,He followed the fresh hoofprints to find the deer.,1242,2.042
1647,fresh,a,чистый,He followed the fresh hoofprints to find the deer.,1242,2.042
1648,frighten,v,пугать,"Avery puts a sheet over her head, pretending to be a ghost to frighten Emily.",1082,2.441
1649,frighten,v,также испуганный,"Avery puts a sheet over her head, pretending to be a ghost to frighten Emily.",1082,2.441
1650,front,a,передний,"Officially it's a dry-cleaning shop, but everyone knows it's a front for the mafia.",184,18.086
1651,front,n,фасад,"Officially it's a dry-cleaning shop, but everyone knows it's a front for the mafia.",184,18.086
1652,frown,v,хмуриться,,953,2.794
1653,frown,v,смотреть неодобрительно,,953,2.794
1654,fuel,n,"топливо, горючее",His books were fuel for the revolution.,1969,1.111
1655,fuel,v,заправлять топливом,His books were fuel for the revolution.,1969,1.111
1656,fumble,v,"нащупывать, шарить",,2223,0.929
1657,fumble,v,неловко обращаться,,2223,0.929
1658,funeral,n,похороны,,2430,0.81
1659,funeral,a,похоронный,,2430,0.81
1660,furious,a,"взбешенный, яростный",,1983,1.1
1661,furious,a,неистовый,,1983,1.1
1662,gain,n,"прибыль, выигрыш",Looks like you've gained a new friend.,1847,1.2
1663,gain,n,~s доходы,Looks like you've gained a new friend.,1847,1.2
1664,gain,v,получать,Looks like you've gained a new friend.,1847,1.2
1665,gain,n,приобретать,Looks like you've gained a new friend.,1847,1.2
1666,gain,n,извлекать выгоду,Looks like you've gained a new friend.,1847,1.2
1667,gang,n,"группа, бригада",The gang from our office is going out for drinks Friday night.,1807,1.233
1668,gang,n,"шайка, банда",The gang from our office is going out for drinks Friday night.,1807,1.233
1669,garbage,n,отбросы,Garbage is collected on Tuesdays; rubbish on Fridays,2439,0.805
1670,garbage,n,мусор,Garbage is collected on Tuesdays; rubbish on Fridays,2439,0.805
1671,gas,n,газ,A lot of gas had escaped from the cylinder.,1008,2.626
1672,gas,n,"амер. бензин, горючее",A lot of gas had escaped from the cylinder.,1008,2.626
1673,gate,n,"ворота, калитка",The gate in front of the railroad crossing went up after the train had passed.,770,3.787
1674,gate,n,"перен. вход, выход","Singh was bowled through the gate, a very disappointing way for a world-class batsman to get out.",770,3.787
1675,gaze,n,пристальный взгляд,,835,3.343
1676,gaze,v,пристально глядеть,,835,3.343
1677,gaze,n,уставиться,,835,3.343
1678,gear,n,механизм,,1416,1.73
1679,gear,n,передача,,1416,1.73
1680,gear,n,приспособления,,1416,1.73
1681,general,a,общий,We have dealt with the generals; now let us turn to the particulars.,823,3.435
1682,general,a,обычный,Hannibal was one of the greatest generals of the ancient world.,823,3.435
1683,general,n,генерал,I work in general.,823,3.435
1684,gentle,a,мягкий,Stuart is a gentle man; he would never hurt you.,1912,1.152
1685,gentle,a,"нежный, ласковый",Stuart is a gentle man; he would never hurt you.,1912,1.152
1686,gentleman,n,джентльмен,"Being a gentleman, Robert was entitled to shove other commoners into the gongpit but he still had to jump out of the way of the knights to avoid the same fate himself.",1196,2.139
1687,gentleman,n,господин,"Well, la-di-da, aren't you just a proper gentleman?",1196,2.139
1688,gentleman,n,(мн. ч. gentlemen),Please escort this gentleman to the gentlemen's room.,1196,2.139
1689,gently,adv,"мягко, нежно",,911,3.034
1690,gently,adv,осторожно,,911,3.034
1691,gently,adv,тихо,,911,3.034
1692,gesture,n,жест,,868,3.23
1693,gesture,v,жестикулировать,,868,3.23
1694,get,v,,I'm going to get a computer tomorrow from the discount store.,37,122.31
1695,get,v,получать,I'm going to get a computer tomorrow from the discount store.,37,122.31
1696,get,v,брать,I'm going to get a computer tomorrow from the discount store.,37,122.31
1697,get,v,приобретать,I'm going to get a computer tomorrow from the discount store.,37,122.31
1698,get,v,достигать,I'm going to get a computer tomorrow from the discount store.,37,122.31
1699,get,v,разг. понимать,I'm going to get a computer tomorrow from the discount store.,37,122.31
1700,giant,n,"великан, гигант, титан",The retail giant is set to acquire two more struggling high-street chains.,1265,2.0
1701,giant,a,"громадный, гигантский",The retail giant is set to acquire two more struggling high-street chains.,1265,2.0
1702,ginger,n,разг. приподнятое настроение,,2432,0.808
1703,ginger,n,"рыжеволосый, рыжий",,2432,0.808
1704,girlfriend,n,подруга,Marc went to the park with his girlfriend and watched the sunset with her.,2409,0.82
1705,girlfriend,n,девушка,Mary always enjoyed hanging out with her girlfriend Jessica.,2409,0.82
1706,give,v,,There is no give in his dogmatic religious beliefs.,106,34.535
1707,give,v,"давать, передавать",That boy is given to fits of bad temper.,106,34.535
1708,glance,n,взгляд,,366,8.597
1709,glance,v,взглянуть,,366,8.597
1710,glare,n,ослепительный свет/блеск,,1243,2.042
1711,glare,n,свирепый взгляд,,1243,2.042
1712,glare,v,ослепительно светить,,1243,2.042
1713,glare,n,свирепо смотреть,,1243,2.042
1714,glass,n,стекло,to fibreglass the hull of a fishing-boat,298,11.403
1715,glass,n,стакан,to fibreglass the hull of a fishing-boat,298,11.403
1716,glass,n,мн. ч.- очки,to fibreglass the hull of a fishing-boat,298,11.403
1717,gleam,n,"слабый свет, проблеск",,2060,1.048
1718,gleam,v,"светиться, мерцать",,2060,1.048
1719,glimpse,n,мелькание,,1719,1.319
1720,glimpse,n,мимолетное впечатление,,1719,1.319
1721,glimpse,v,мельком взглянуть,,1719,1.319
1722,glove,n,перчатка,I wore gloves to keep my hands warm.,1414,1.735
1723,glove,v,надевать перчатку,I wore gloves to keep my hands warm.,1414,1.735
1724,glow,n,свет,,959,2.772
1725,glow,n,отблеск,,959,2.772
1726,glow,n,зарево,,959,2.772
1727,glow,v,сиять,,959,2.772
1728,glow,n,серкать,,959,2.772
1729,go,v,went,It’s your go.,36,122.596
1730,go,v,"итди, ехать",It’s your go.,36,122.596
1731,go,v,"уходить, уезжать",It’s your go.,36,122.596
1732,go,v,"работать, действовать",It’s your go.,36,122.596
1733,go,v,n- отъезд,The team is going five in a row.,36,122.596
1734,go,v,скорость передвижения,It’s your go.,36,122.596
1735,go,a,работающий,It’s your go.,36,122.596
1736,goddamn,n,проклятие,,1079,2.442
1737,goddamn,v,проклинать,,1079,2.442
1738,gold,n,золото,France has won three golds and five silvers.,858,3.268
1739,gold,a,золотой,France has won three golds and five silvers.,858,3.268
1740,good,a,хороший,The soup is good and hot.,112,32.712
1741,good,n,добро,The soup is good and hot.,112,32.712
1742,good,a,польза,The soup is good and hot.,112,32.712
1743,goodbye,int,до свидания!,They made their good-byes.,2019,1.07
1744,goodbye,int,прощай(те)!,They made their good-byes.,2019,1.07
1745,grand,a,грандиозный,a grand army,879,3.165
1746,grand,a,большой,a grand army,879,3.165
1747,grand,a,важный,a grand army,879,3.165
1748,grand,a,восхитительный,a grand army,879,3.165
1749,grant,n,дар,I got a grant from the government to study archeology in Egypt.,979,2.73
1750,grant,n,стипендия,a grant of land or of money,979,2.73
1751,grant,v,"дарить, предоставлять",He was granted permission to attend the meeting.,979,2.73
1752,grasp,n,хватка,,1786,1.251
1753,grasp,n,понимание,,1786,1.251
1754,grasp,v,"схватывать, хвататься",,1786,1.251
1755,grasp,n,"охватить, понять",,1786,1.251
1756,great,a,"большой, великий",Newton and Einstein are two of the greats of the history of science.,241,13.989
1757,great,a,разг. великолепный,Newton and Einstein are two of the greats of the history of science.,241,13.989
1758,greet,v,приветствовать,A brilliant dawn greeted her eyes as she looked out of the window.,1552,1.521
1759,greet,v,здороваться,A brilliant dawn greeted her eyes as she looked out of the window.,1552,1.521
1760,greet,v,"также приветствие, ~s -ия",A brilliant dawn greeted her eyes as she looked out of the window.,1552,1.521
1761,grin,n,усмешка,,602,4.938
1762,grin,v,ухмыляться,,602,4.938
1763,grind,v,ground,,2265,0.897
1764,grind,v,"молоть, толочь",,2265,0.897
1765,grind,v,точить,,2265,0.897
1766,grind,v,шлифовать,,2265,0.897
1767,grind,v,разг. зубрить,,2265,0.897
1768,grind,v,n- измельчение,,2265,0.897
1769,grind,a,"тяжелый, мучительный",,2265,0.897
1770,grind,v,"(ground также, и гораздо чаще, n- земля)",,2265,0.897
1771,grip,n,сжатие,,896,3.112
1772,grip,n,хватка,,896,3.112
1773,grip,v,схватывать,,896,3.112
1774,grip,n,сжимать,,896,3.112
1775,groan,n,стон,,1735,1.3
1776,groan,v,стонать,,1735,1.3
1777,ground,n,земля,"Look, I found a ten dollar bill on the ground!",353,8.977
1778,ground,n,площадка,"Look, I found a ten dollar bill on the ground!",353,8.977
1779,ground,n,основание,"Look, I found a ten dollar bill on the ground!",353,8.977
1780,grow,v,,Children grow quickly.,492,6.348
1781,grow,v,расти,Have you ever grown your hair before?,492,6.348
1782,grow,v,увеличиваться,Children grow quickly.,492,6.348
1783,grow,v,становиться,Children grow quickly.,492,6.348
1784,grow,v,также растущий,Children grow quickly.,492,6.348
1785,grow,v,возрастающий,Children grow quickly.,492,6.348
1786,growl,v,рычать,,1896,1.163
1787,growl,v,"ворчать, огрызаться",,1896,1.163
1788,growl,v,грохотать,,1896,1.163
1789,grunt,n,хрюканье,,1781,1.255
1790,grunt,n,ворчание,,1781,1.255
1791,grunt,v,хрюкать,,1781,1.255
1792,grunt,n,ворчать,,1781,1.255
1793,grunt,n,"бормотать, бурчать",,1781,1.255
1794,guard,n,"стража, охрана","The prison guard unlocked the door of the cell.   After completing the repairs, he replaced the sump guard.",396,8.035
1795,guard,n,часовой,"The prison guard unlocked the door of the cell.   After completing the repairs, he replaced the sump guard.",396,8.035
1796,guard,v,охранять,"The prison guard unlocked the door of the cell.   After completing the repairs, he replaced the sump guard.",396,8.035
1797,guard,n,защищать,"The prison guard unlocked the door of the cell.   After completing the repairs, he replaced the sump guard.",396,8.035
1798,guide,n,"проводник, гид",The guide led us around the museum and explained the exhibits.,1790,1.249
1799,guide,n,советчик,The guide led us around the museum and explained the exhibits.,1790,1.249
1800,guide,n,путеводитель,The guide led us around the museum and explained the exhibits.,1790,1.249
1801,guide,v,"вести, быть гидом",The guide led us around the museum and explained the exhibits.,1790,1.249
1802,guide,n,направлять,The guide led us around the museum and explained the exhibits.,1790,1.249
1803,gut,n,кишка,,1798,1.242
1804,gut,n,~s внутренности,,1798,1.242
1805,gut,n,~s мужество,,1798,1.242
1806,gut,v,потрошить,,1798,1.242
1807,gut,n,"опустошать, грабить",,1798,1.242
1808,habit,n,привычка,It’s become a habit of mine to have a cup of coffee after dinner.,2311,0.867
1809,habit,n,обычай,It’s become a habit of mine to have a cup of coffee after dinner.,2311,0.867
1810,hair,n,"волос, волосы","In the western world, women usually have long hair while men usually have short hair.",299,11.334
1811,hair,v,разг. обрастать волосами,Internal hairs occur in the flower stalk of the yellow frog lily (Nuphar).,299,11.334
1812,hair,n,a- волосатый,Just a little louder please—turn that knob a hair to the right.,299,11.334
1813,half,n,половина,I ate the slightly smaller half of the apple.,278,12.203
1814,half,adv,наполовину,I ate the slightly smaller half of the apple.,278,12.203
1815,hall,n,зал,The drinking fountain was out in the hall.,591,5.041
1816,hall,n,передняя,The drinking fountain was out in the hall.,591,5.041
1817,hall,n,холл,The drinking fountain was out in the hall.,591,5.041
1818,hallway,n,коридор,,906,3.069
1819,hallway,n,"прихожая, передняя",,906,3.069
1820,halt,n,остановка,,1676,1.374
1821,halt,v,останавливать,,1676,1.374
1822,hammer,n,молоток,,1645,1.419
1823,hammer,v,"вбивать, прибивать",,1645,1.419
1824,hammer,n,колотить,,1645,1.419
1825,hand,n,рука,Her hands are really strong.,77,54.643
1826,hand,v,передавать,Her hands are really strong.,77,54.643
1827,handle,n,ручка,The daily handle of a Las Vegas casino is typically millions of dollars.,719,4.062
1828,handle,v,"трогать, брать руками",The daily handle of a Las Vegas casino is typically millions of dollars.,719,4.062
1829,handle,n,управлять,The daily handle of a Las Vegas casino is typically millions of dollars.,719,4.062
1830,hang,v,hung,This skirt has a nice hang.,324,10.388
1831,hang,v,,The lights hung from the ceiling.,324,10.388
1832,hang,v,но hanged,This skirt has a nice hang.,324,10.388
1833,hang,v,висеть,The culprits were hanged from the nearest tree.,324,10.388
1834,hang,v,вешать,This skirt has a nice hang.,324,10.388
1835,hang,v,n- вешание,"Are you busy, or can you hang with me?  I didn't see anything, officer. I was just hanging.",324,10.388
1836,hang,a,висячий,This skirt has a nice hang.,324,10.388
1837,happy,a,"счастливый, удачный",Music makes me feel happy.,629,4.701
1838,happy,a,радостный,Music makes me feel happy.,629,4.701
1839,hard,a,"твердый, трудный",The prisoners were sentenced to three years' hard.,270,12.454
1840,hard,adv,"сильно, упорно",The prisoners were sentenced to three years' hard.,270,12.454
1841,hardly,adv,едва,I can't really deal hardly with people.,1256,2.012
1842,hardly,adv,едва ли,I can't really deal hardly with people.,1256,2.012
1843,harm,n,"вред, ущерб",No harm came to my possessions.,2162,0.969
1844,harm,v,вредить,No harm came to my possessions.,2162,0.969
1845,hatch,n,крышка люка,,1887,1.169
1846,hatch,n,"сленг рот, пасть",,1887,1.169
1847,hatch,v,высиживать,,1887,1.169
1848,hatch,n,"замышлять, готовить",,1887,1.169
1849,haul,v,"тянуть, волочить",,1809,1.231
1850,haul,v,буксировать,,1809,1.231
1851,haul,v,перевозить,,1809,1.231
1852,have,v,had,I have a house and a car.,8,476.96
1853,have,v,иметь,He had surgery on his hip yesterday.,8,476.96
1854,have,v,получать,I have a house and a car.,8,476.96
1855,have,v,"быть должным, вынужденным и др.",I have a house and a car.,8,476.96
1856,head,n,голова,Be careful when you pet that dog on the head; it may bite.,89,42.87
1857,head,n,руководитель,Be careful when you pet that dog on the head; it may bite.,89,42.87
1858,head,v,возглавлять,Be careful when you pet that dog on the head; it may bite.,89,42.87
1859,headquarters,n,штаб,,2276,0.893
1860,headquarters,n,"ставка, штаб-квартира",,2276,0.893
1861,hear,v,,"I was deaf, and now I can hear.",119,30.903
1862,hear,v,слышать,"I was deaf, and now I can hear.",119,30.903
1863,hear,v,слушать,"I was deaf, and now I can hear.",119,30.903
1864,heat,n,жара,This furnace puts out 5000 BTUs of heat.   That engine is really throwing off some heat.   Removal of heat from the liquid caused it to turn into a solid.,1039,2.533
1865,heat,v,нагревать,This furnace puts out 5000 BTUs of heat.   That engine is really throwing off some heat.   Removal of heat from the liquid caused it to turn into a solid.,1039,2.533
1866,heat,n,также heated нагретый,This furnace puts out 5000 BTUs of heat.   That engine is really throwing off some heat.   Removal of heat from the liquid caused it to turn into a solid.,1039,2.533
1867,heat,n,отопление,There's a pot of soup heating on the stove.,1039,2.533
1868,heaven,n,"~(s) небо, небеса",,1539,1.545
1869,heaven,n,как междометие: (о) боже!,,1539,1.545
1870,heaven,n,черт возьми!,,1539,1.545
1871,heavily,adv,тяжело,He clomped heavily up the stairs in his boots.,1649,1.415
1872,heavily,adv,сильно,He clomped heavily up the stairs in his boots.,1649,1.415
1873,heavy,a,тяжелый,"With his wrinkled, uneven face, the actor always seemed to play the heavy in films.",562,5.309
