cross,n,крест; v- пересекать; переходить; скрещивать,410,7.737,Put a cross for a wrong answer and a tick for a right one. || Criminals were commonly executed on a wooden cross. || She made the cross after swearing. || She was wearing a cross on her necklace. || It's a cross I must bear. || A quick cross of the road. || They managed to cross a sheep with a goat. || At the end of each row were cross benches which linked the rows. || His actions were perversely cross to his own happiness. || Please don't get cross at me. (or) Please don't get cross with me. || cross interrogatories || She walked cross the mountains. || The Lorentz force is q times v cross B.
crouch,v,присесть; пригнуться; низко кланяться,1576,1.498,
crowd,n,толпа; v- толпиться; набиваться битком,445,7.23,"After the movie let out, a crowd of people pushed through the exit doors. || There was a crowd of toys pushed beneath the couch where the children were playing. || That obscure author's fans were a nerdy crowd which hardly ever interacted before the Internet age. || The man crowded into the packed room. || They crowded through the archway and into the park. || He tried to crowd too many cows into the cow-pen. || They tried to crowd her off the sidewalk."
crush,v,"раздавить; (с)мять; сокрушить, уничтожить",1663,1.403,
cry,n,крик; плач; v- кричать; плакать,449,7.169,"After we broke up, I retreated to my room for a good cry. || I heard a cry from afar. || a battle cry || ""Woof"" is the cry of a dog, while ""neigh"" is the cry of a horse. || That sad movie always makes me cry. || Tonight I'll cry myself to sleep. || to cry goods"
cuff,n,"манжета, обшлаг; сокр. наручники; пощечина; v- надеть наручники; бить рукой",2489,780.0,
cup,n,чашка; кубок,939,2.862,Pour the tea into the cup. || I drank two cups of water but still felt thirsty. || The World Cup is awarded to the winner of a quadrennial football tournament. || The World Cup is the world's most widely watched sporting event. || The ball just misses the cup. || cider cup; gin cup; claret cup || Players of contact sports are advised to wear a cup. || The cups are made of a particularly uncomfortable material. || the cup of an acorn || Cup your hands and I'll pour some rice into them. || He cupped the ball carefully in his hands. || We are cupping some new brands of coffee today. || to cup the end of a screw
curb,n,"узда; сдерживание; обочина, край тротуароа",2246,913.0,
curious,a,любопытный; любознательный; странный,1696,1.342,
curl,n,"локон, завиток; v- виться; завивать(ся)",1918,1.149,
current,n,"струя; течение, ход; ток (электр.); a- текущий; современный",1734,1.3,current events;  current leaders;  current negotiations || current affairs;  current bills and coins;  current fashions
curse,n,проклятие; ругательство; v- проклинать; ругаться; cursed a- проклятый,1560,1.513,
curtain,n,занавеска; занавес; v- занавешивать,1322,1.884,He took so long to shave his head that we arrived 45 minutes after curtain and were denied late entry.
curve,n,"кривая (линия); изгиб, поворот; v- изгибать(ся)",1548,1.526,You should slow down when approaching a curve. || She scribbled a curve on the paper. || The teacher was nice and graded the test on a curve. || to curve a line || to curve a ball in pitching it || the road curves to the right || The teacher will curve the test. || I was once curved three times by the same woman. || a curve line
custom,n,обычай; привычка; ~s таможня,2500,771.0,"The Ancient Egyptian culture had many distinctive and interesting beliefs and customs. || My feet are very large, so I need custom shoes. || We can embroider a wide range of ready designs or a custom logo."
customer,n,покупатель; клиент,1470,1.643,"Every person who passes by is a potential customer. || a cool customer, a tough customer, an ugly customer"
cut,v,(cut; cut) резать; стричь; снижать,152,24.305,"He made a fine cut with his sword. || a smooth or clear cut || Look at this cut on my finger! || a cut for a railroad || The lawyer took a cut of the profits. || The director asked the cast to note down the following cuts. || The player next to the dealer makes a cut by placing the bottom half on top. || I like the cut of that suit. || That’s our finest cut of meat. || The drummer on the last cut of their CD is not identified. || a book illustrated with fine cuts || Don't buy his coke: it's full of cut. || After the actors read their lines, the director yelled, ""Cut!"" || The camera then cut to the woman on the front row who was clearly overcome and crying tears of joy. || Select the text, cut it, and then paste it in the other application. || One student kept trying to cut in front of the line. || This road cuts right through downtown. || The football player cut to his left to evade a tackle. || If you cut then I'll deal. || cut orders;  cut a check || Drug dealers sometimes cut cocaine with lidocaine. || Cut the engines when the plane comes to a halt! || Cut brandy is a liquor made of brandy and hard grain liquor. || My favourite song had been cut from the show."
cute,a,"прелестный, умный",2383,836.0,
damage,n,"вред, повреждение; убыток, ущерб; v- повреждать, портить",1444,1.687,"The storm did a lot of damage to the area. || ""What's the damage?"" he asked the waiter. || Be careful not to damage any of the fragile items while unpacking them."
damn,n,"проклятие; v- проклинать; в знач. междомет.: черт!, проклятье!",426,7.465,
dance,n,танец; танцы (вечеринка); v- танцевать; dancing также a- танцевальный,748,3.869,So how much longer are we gonna do this dance? || I danced with her all night long. || His eyes danced with pleasure as he spoke.   She accused her political opponent of dancing around the issue instead of confronting it. || Have you ever danced the tango? || You make me feel like dancing.
danger,n,опасность,1458,1.667,There's plenty of danger in the desert. || The north signal was at danger because of the rockslide.
dangerous,a,опасный,1194,2.145,Railway crossings without gates are highly dangerous.
dangle,v,свободно висеть; болтаться; волочиться; в осн. dangling a- висящий,2126,993.0,
dare,v,"сметь, отваживаться; daring также a- смелый, отважный",1642,1.422,
dark,n,темнота; a- темный,290,11.777,The room was too dark for reading. || my sister's hair is darker than mine;  her skin grew dark with a suntan || a dark villain;  a dark deed || the Great Depression was a dark time;  the film was a dark psychological thriller || The ending of this book is rather dark. || Dark surrounds us completely. || The lawyer was left in the dark as to why the jury was dismissed. || It was after dark before we got to playing baseball.
darken,v,затемнять; омрачать; темнеть,2114,1.003,
darkness,n,"темнота, мрак",646,4.584,
darling,n,"дорогой, любимый, милый",2031,1.06,
dart,n,"дротик; ~s дартс (игра); рывок, бросок; v- метать; помчаться стрелой; ринуться",1751,1.282,
dash,n,"рывок; тире, черточка; v- бросаться, мчаться",2055,1.051,
data,n,"данные, факты (употр. с гл. во мн. ч.)",1343,1.843,
date,n,"дата, число; свидание; тот, кому назначают свидание; v- датировать; назначать свидание",1028,2.58,"We made a nice cake from dates. || There were a few dates planted around the house. || the date of a letter, of a will, of a deed, of a coin, etc. || Do you know the date of the wedding? || You may need that at a later date. || I arranged a date with my Australian business partners. || I brought Melinda to the wedding as my date. || The cinema is a popular place to take someone on a date. || to date a letter, a bond, a deed, or a charter || to date the building of the pyramids || They met a couple of years ago, but have been dating for about five months. || The comedian dated himself by making quips about bands from the 1960s."
daughter,n,дочь,894,3.116,"I already have a son, so I would like to have a daughter."
dawn,n,рассвет,1059,2.517,
day,n,день; сутки,98,38.644,"I've been here for two days and a bit. || The day begins at midnight. || A day on Mars is slightly over 24 hours. || I worked two days last week. || day and night;  I work at night and sleep during the day. || Every dog has its day. || The day belonged to the Allies. || Your 8am forecast: The high for the day will be 30 and the low, before dawn, will be 10."
dead,a,мертвый; n- the ~ мертвые,246,13.576,"Have respect for the dead. || The dead of night. The dead of winter. || All of my grandparents are dead. || He is dead to me. || ""You come back here this instant! Oh, you're dead, mister!"" || She stood with dead face and limp arms, unresponsive to my plea. || a dead lift || a dead glass of soda. || dead fields || Now that the motor's dead you can reach in and extract the spark plugs. || That monitor is dead; don’t bother hooking it up. || Is this beer glass dead? || A dead axle, also called a lazy axle, is not part of the drivetrain, but is instead free-rotating. || Once the ball crosses the foul line, it's dead. || dead giveaway || a dead eye || After sitting on my hands for a while, my arms became dead. || a dead floor || A person who is banished or who becomes a monk is civilly dead. || He hit the target dead in the centre. || dead wrong; dead set; dead serious; dead drunk; dead broke; dead earnest; dead certain; dead slow; dead sure; dead simple; dead honest; dead accurate; dead easy; dead scared; dead solid; dead black; dead white; dead empty || He stopped dead. || dead tired; dead quiet; dead asleep; dead pale; dead cold; dead still"
deadly,a,"смертельный, смертоносный",2345,852.0,
deal,n,"(некоторое) количество; доля, часть; сделка, соглашение; реже v- (dealt; dealt [delt]) распределять, выдавать; dealing распределение; ~s (деловые) отношения",532,5.717,We gave three deals of grain in tribute to the king. || I believe it's your deal. || We need to finalise the deal with Henderson by midnight. || He made a deal with the devil. || What's the deal? || The deal with four tines is called a pitchfork. || The fighting is over; now we deal out the spoils of victory. || I was dealt four aces. || The whole crowd waited for him to deal a real humdinger. || She deals in gold. || This club takes a dim view of members who deal drugs. || I can't deal with this. || A plain deal table
dealer,n,"торговец, торговый агент",2417,815.0,
dean,n,декан; настоятель,2129,991.0,
dear,a,"дорогой, милый",936,2.874,"My cousin is such a dear, always drawing me pictures. || Pass me the salt, would you dear? || The dearer the jewel, the greater the love expressed. || Such dear embrace tenderly comforts even in this dear sorrow. || The dearer the giver, the dearer the trinket he brings! || Dear Sir/Madam/Miss, please notice our offices will be closed during the following bank holidays: [...]. || My dear friend, I feel better as soon as you come sit beside my sickbed! || My dear boy, if your grades don't pick up I won't bounce you on but over my knee! || The Christens found the heathens dear, as the lion doth the bear."
death,n,смерть,437,7.321,"The death of my grandmother saddened the whole family. || When death walked in, a chill spread through the room. || England scored a goal at the death to even the score at one all."
debris,n,"осколки, обломки; остатки; развалины",2462,790.0,
decide,v,решать(ся),570,5.262,Her last-minute goal decided the game. || I have decided that it is healthier to walk to work.
decision,n,решение,1425,1.716,"It is the decision of the court that movies are protected as free speech. || After agonizing deliberations, they finally proceeded with decision. || He has won twice by knockout, once by decision."
deck,n,палуба и др.,714,4.135,
deep,a,глубокий; adv- глубоко,399,7.935,creatures of the deep || the deep of night || Russell is a safe pair of hands in the deep. || She has a very deep contralto voice. || That's a very deep shade of blue. || He was in a deep sleep. || deep in debt || deep time
deeply,adv,"глубоко; серьезно, сильно, очень",1828,1.213,
defeat,n,поражение; крушение; v- побеждать; разрушать,2498,773.0,"Wellington defeated Napoleon at Waterloo. || Licking their wounds after a temporary defeat, they planned their next move. || The inscription records her defeat of the country's enemies in a costly war."
defense,n,"защита, оборона",1711,1.326,Department of Defense
definitely,adv,определенно,2047,1.053,Joe definitely doesn't know how to drive a tractor.
degree,n,"степень; градус, ~s градусы",1605,1.47,She has two bachelor's degrees and is studying towards a master's degree. || A right angle is a ninety-degree angle. || 180 degrees Fahrenheit is equivalent to 100 degrees Celsius. || A quadratic polynomial is a polynomial of degree 2. || The Galois field \operatorname{GF}(125) = \operatorname{GF}(5^3) has degree 3 over its subfield \operatorname{GF}(5). || To what degree do the two accounts of the accident concur?
delight,n,"удовольствие; v- доставлять наслаждение; восхищать; радовать; delighted a- восхищенный, довольный",2213,936.0,
deliver,v,"доставлять, передавать; вручать",1668,1.384,deliver a captive from the prison || deliver a package;  deliver the mail || deliver the thief to the police || deliver a speech || to deliver a blow
demand,n,требование; нужда; v- требовать; нуждаться,1209,2.116,Prices usually go up when demand exceeds supply. || Modern society is responding to women's demands for equality. || His job makes many demands on his time. || She couldn't ignore the newborn baby's demands for attention. || I demand to see the manager. || The bank is demanding the mortgage payment. || I demand an immediate explanation. || This job demands a lot of patience.
deny,v,"отрицать, отвергать; отказывать(ся)",2096,1.015,"I wanted to go to the party, but I was denied. || Everyone knows he committed the crime, but he still denies it. || My father denied me a good education."
department,n,отдел; ведомство,1210,2.113,Technical things are not his department; he's a people person. || the Department of the Potomac
depend,v,зависеть; полагаться,1961,1.117,"We would like to go skiing, but it depends on the amount of snow. || we depend on the mailman to come at the usual time. || a cause depending in court"
depth,n,глубина (тж. перен.),2287,885.0,"Measure the depth of the water in this part of the bay. || The depth of her misery was apparent to everyone. || the depth of a sound || The depth of field in this picture is amazing. || The burning ship finally sunk into the depths. || In the depths of the night, || in the depth of the crisis"
deputy,n,"депутат; заместитель, помошник",1688,1.351,
descend,v,"спускаться, опускаться, понижаться; происходить; переходить",1660,1.404,
describe,v,"описывать, изображать",1720,1.319,"The feeling is difficult to describe, but not unpleasant. || to describe a circle by the compasses;   a torch waved about the head in such a way as to describe a circle || The function describes a very complex surface. || The fungus was first described by a botanist."
desert,n,"пустыня; a- пустынный; v- [dI'zWt] бросать, покидать; дезертировать",838,3.388,"They were marooned on a desert island in the Pacific. || You can't just drive off and desert me here, in the middle of nowhere. || Anyone found deserting will be punished."
deserve,v,заслуживать,2211,938.0,"After playing so well, the team really deserved their win."
design,n,"замысел; проект, план; v- задумывать; проектировать",1485,1.623,To be hateful of the truth by design. || Danish furniture design is world-famous. || The king designed to mount an expedition to the New World. || The client had me create new designs until they were satisfied with one.
desire,n,"(сильное) желание; v- желать, хотеть",2088,1.023,It is my desire to speak with you. || His desire for her kept him awake at night. || Too much desire can seriously affect one’s judgment. || I desire to speak with you. || She has desired him since they first met.
desk,n,письм. стол; парта; пульт управлен.,361,8.768,city desk
desperate,a,отчаянный; безнадежный; ужасный,1997,1.084,"I hadn't eaten in two days and was desperate for food. || I was so desperate at one point, I even went to see a loan shark. || a desperate effort || a desperate disease;  desperate fortune"
desperately,adv,"отчаянно; безнадежно; крайне, очень",2012,1.073,
destroy,v,разрушать; уничтожать,1121,2.341,Hooligans destroy unprovoked. || Smoking destroys the natural subtlety of the palate. || Destroying a rabid dog is required by law. || Her divorce destroyed her; she had a nervous breakdown and was severely depressed for more than a year. || The memory leak happened because we forgot to destroy the temporary lists. || This exercise is going to destroy all parts of your shoulders. || She got destroyed by her lover on the carpet.
detail,n,"подробность, деталь",1253,2.018,Note this fine detail in the lower left corner. || This etching is full of fine detail. || I don't concern myself with the details of accounting. || The arresting officer asked the suspect for his details. || I'll detail the exact procedure to you later. || We need to have the minivan detailed.
detective,n,"сыщик, детектив; a- детективный",861,3.26,
determine,v,"решать(ся); определять, устанавливать",1771,1.267,The news of his father's illness determined him to depart immediately. || The court has determined the cause. || I determined to go home at once.
develop,v,развивать(ся); разрабатывать; проявлять,2058,1.05,Let's see how things develop and then make our decision. || Isabel developed from a tropical depression to a tropical storm to a hurricane.   An embryo develops into a fetus and then into an infant. || I need to develop a plan for the next three weeks. || Please develop this roll of film. || I have been in England enough to develop a British accent. || I need to develop my white-square bishop.
device,n,"устройство; механизм; прибор; способ, средство",1820,1.221,"There are a number of household devices in a kitchen such as a dishwasher, a garbage disposal, or an electric can opener."
devil,n,"дьявол, черт",1755,1.28,
dial,n,"циферблат; диск телефона; v- набирать номер, звонить",1276,1.974,
diamond,n,алмаз; бриллиант,1740,1.296,The saw is coated with diamond. || The dozen loose diamonds sparkled in the light. || What a beautiful engagement diamond. || The teams met on the diamond. || I have only one diamond in my hand. || He gave her diamond earrings. || Today is their diamond wedding anniversary. || He's a diamond geezer.
die,v,умирать,319,10.743,"He died a hero's death. || I'm dying for a packet of crisps. || The day our sister eloped, she died to our mother. || He died a little inside each time she refused to speak to him. || If anyone sees me wearing this ridiculous outfit, I'll die. || When I found out my two favorite musicians would be recording an album together, I literally planned my own funeral arrangements and died. || My car died in the middle of the freeway this morning. || to die to pleasure or to sin || Then there was that time I died onstage in Montreal..."
difference,n,разница; различие,1383,1.778,"You need to learn to be more tolerant of difference. || There are three differences between these two pictures. || We have our little differences, but we are firm friends. || It just won't make much difference to me. || The difference between 3 and 21 is 18."
different,a,различный; другой,547,5.523,Several different scientists all reached this conclusion at about the same time.
difficult,a,трудный,1316,1.894,"However, the difficult weather conditions will ensure Yunnan has plenty of freshwater. || Stop being difficult and eat your broccoli—you know it's good for you."
dig,v,"(dug; dug [dAg]) рыть(ся), копать(ся); digging n- копание, ~s раскопки",987,2.684,"He guffawed and gave me a dig in the ribs after telling his latest joke. || a £1 charity shop dig || If the plane can't pull out of the dive it is in, it'll dig a hole in the ground. || to dig potatoes || to dig out the facts || He dug an elbow into my ribs and guffawed at his own joke. || You dig? || Baby, I dig you. || dig toxicity"
dim,a,"тусклый; смутный, неясный; v- делать тусклым; затенять",1687,1.353,
dinner,n,обед,867,3.236,Give the dog its dinner.
direct,a,"прямой; v- направлять; руководить, управлять",1426,1.715,to direct the affairs of a nation or the movements of an army || He directed his question to the room in general. || He directed me to the left-hand road. || She directed them to leave immediately. || to direct a letter || the most direct route between two buildings || a descendant in the direct line || direct nomination; direct legislation
direction,n,направление; руководство; распоряжение,662,4.463,"Keep going in the same direction. || The trombonist looked to the bandleader for direction. || The screenplay was good, but the direction was weak."
directly,adv,прямо; немедленно,1073,2.451,"He drove directly to the office, and didn't stop off at the petrol station. || I'm sick of asking you to fire him, I'll just do it directly. || I'm going to tell Natalie directly that I love her. || It's directly across the street. || He told me directly that he'd cheated on me, and how sorry he was for it. || We'll go to the store directly, but first I need to finish sweeping."
director,n,директор; режиссер,1255,2.015,
dirt,n,грязь,1388,1.767,The reporter uncovered the dirt on the businessman by going undercover.
dirty,a,грязный,1292,1.941,"Despite a walk in the rain, my shoes weren't too dirty. || Don't put that in your mouth, dear. It's dirty. || At the reception, Uncle Nick got drunk and told dirty jokes to the bridesmaids. || He might have scored, but it was a dirty trick that won him the penalty. || I won't accept your dirty money! || You need to tune that guitar: the G string sounds dirty. || The old flag was a dirty white. || Occasionally it reads the sector into a dirty buffer, which means it needs to sync the dirty buffer first. || None of y'all get into my car if you're dirty. || He lives in a dirty great mansion. || dirty weather || dirty martini || The waiter served dirty burgers to the customers. || to play dirty"
disappear,v,"исчезать, скрываться",710,4.165,
discover,v,узнавать; обнаруживать; открывать,1176,2.175,"Turning the corner, I discovered a lovely little shop. I discovered that they sold widgets. || The gust of wind discovered a bone in the sand. || This move discovers an attack on a vital pawn. || I discovered my plans to the rest of the team."
discuss,v,обсуждать,1532,1.555,I don't wish to discuss this further. Let's talk about something else.
disgust,n,"отвращение; v- вызывать отвращение, возмущение",1888,1.169,
dishe,n,блюдо (посуда); блюдо (кушанье); ~s посуда,2217,933.0,
display,n,"показ; выставка; воспроизвод. устройство; v- показывать, демонстрировать",1330,1.867,The trapeze artist put on an amazing acrobatic display. || Pupils are expected to produce a wall display about a country of their choice.
dissolve,v,растворять(ся),1183,2.159,
distance,n,расстояние,712,4.16,"From Moscow, the distance is relatively short to Saint Petersburg, relatively long to Novosibirsk, but even greater to Vladivostok. || We're narrowing the distance between the two versions of the bill.  The distance between the lowest and next gear on my bicycle is annoying. || the distance between a descendant and his ancestor || He had promised to perform this task, but did not go the distance. || The friendship did not survive the row: they kept each other at a distance. || He distanced himself from the comments made by some of his colleagues."
distant,a,"дальний, отдаленный",1297,1.932,
district,n,"район, округ, участок",2245,914.0,the Soho district of London || the Lake District in Cumbria || South Oxfordshire District Council
disturb,v,"беспокоить, мешать; disturbed a- нарушенный; встревоженный",1791,1.248,
dive,n,"ныряние (в воду); внезапное движение, рывок; v- нырять; погружать(ся) (в работу и т.п.); засовывать руку",1180,2.166,
division,n,"деление; распределение; отдел, раздел; отделение",2451,800.0,I've got ten divisions to do for my homework. || Magnolias belong to the division Magnoliophyta. || The House of Commons has voted to approve the third reading of the bill without a division. The bill will now progress to the House of Lords.
divorce,n,развод; v- разводиться,2234,922.0,
do,v,(did; done [dAn]) делать; действовать; вспомог. глагол и др.,17,278.38,
doctor,n,"врач, доктор",503,6.181,"If you still feel unwell tomorrow, see your doctor. || the doctor of a calico-printing machine, which is a knife to remove superfluous colouring matter || Her children doctored her back to health. || They doctored their apple trees by vigorous pruning, and now the dwarfed trees are easier to pick. || Mendel's discoveries showed how the evolution of a species may be doctored."
document,n,документ,2161,970.0,"He documented each step of the process as he did it, which was good when the investigation occurred. || A ship should be documented according to the directions of law."
dodge,n,"обман, уловка, хитрость; v- увертываться; увиливать",1606,1.468,
dog,n,собака,461,6.748,"The dog barked all night long. || She’s a real dog. || He's a silly dog. || Come back and fight, you dogs! || You dirty dog. || The dogs were too hot to touch. || My dog is dead. || The woman cursed him so that trouble would dog his every step. || It is very important to dog down these hatches... || I admit that I like to dog at my local country park. || A surprise inspection of the night shift found that some workers were dogging it. || We visited South Korea this time around, where we ate dog meat for the first time. || Did you just step on my blue suede shoes? You're dog meat now!"
doll,n,кукла; амер. разг. девушка,2266,896.0,
dollar,n,доллар,596,4.995,
door,n,дверь,95,40.998,I knocked on the vice president's door || the 24 doors in an Advent calendar || Learning is the door to wisdom. || Keep a door on your anger.
doorway,n,дверной проем,828,3.389,
dot,n,точка; пятнышко; крошка; v- ставить точки; отмечать пунктиром; усеивать,1968,1.111,
double,a,двойной; v- удваивать; adv- вдвое,960,2.768,"Saddam Hussein was rumored to have many doubles. || On second thought, make that a double. || Before printing the photos, Liam deleted the doubles. || The catcher hit a double to lead off the ninth. || In 1996, Michael Johnson achieved a double by winning both the 200 and 400 meter dashes. || The company doubled their earnings per share over last quarter. || To make a pleat, double the material at the waist. || Our earnings have doubled in the last year. || The batter doubled into the corner. || A spork is a kind of fork that doubles as a spoon. || Sorry, this store does not double coupons. || Could you please repeat your last transmission? Another station was doubling with you. || The closet has double doors. || Give me a double serving of mashed potatoes. || He's my double cousin as my mother's sister married my father's brother. || a double room || a double meaning || a double life || a double bass || There are only a few beds, so some of the children will have to sleep double for the night."
doubt,n,сомнение; v- сомневаться,892,3.12,I have doubts about how to convert this code to JavaScript. || He doubted that was really what you meant.
down,adv,"вниз, внизу; prep- вниз по, вдоль по",60,71.338,"I love almost everything about my job. The only down is that I can't take Saturdays off. || I bet after the third down, the kicker will replace the quarterback on the field. || I haven't solved 12 or 13 across, but I've got most of the downs. || She lives in a two-up two-down. || A single rifle shot downed the mighty beast. || The bell rang for lunch, and the workers downed their tools. || He downed an ale and ordered another. || He downed it at the seven-yard line. || He downed two balls on the break. || Mary seems very down since she split up with her boyfriend. || He is down with the flu. || Prices are down. || At 5–1 down, she produced a great comeback to win the set on a tiebreak. || Two down and one to go in the bottom of the ninth. || Ever since Nixon, I've been down on Republicans. || Are you down to hang out at the mall, Jamal? || The system is down. || Ten minutes down and nothing's happened yet. || There are three soldiers down and one walking wounded. || We have a chopper down near the river. || It's two weeks until opening night and our lines are still not down yet. || What you mean, 'No'? Man, I thought you was down. || The cat jumped down from the table. || His place is farther down the road. || I went down to Miami for a conference. || He went down to Cavan. || She lives down by the park. || The computer has been shut down. || After the incident, Kelly went down to Second Lieutenant. || Down, boy! (such as to direct a dog to stand on four legs from two, or to sit from standing on four legs.) || He's gone back down to Newcastle for Christmas. || These traditions have been handed down over generations. || Please turn the music down! || Boil the mixture down to a syrupy consistency. || This spreadsheet lets you drill down to daily or even hourly sales figures. || We need to nail down this carpet so people don't keep tripping over it. || They tamped (down) the asphalt to get a better bond. || He boiled the mixture. / He boiled down the mixture. || The ball rolled down the hill. || We sailed down the eastern seaboard. || The bus went down the street. || I'll see you later down the pub. || The North Downs are a ridge of chalk hills in south east England."
downstairs,adv,вниз (по лестнице); внизу; в нижнем этаже,1933,1.138,"The wind lifted up her skirt and I caught a glimpse of her downstairs. || The kids sleep in the downstairs bedroom, we sleep in the upstairs one. || walk downstairs"
downtown,adv,"амер. в деловой части города, в центре",2393,831.0,John walked every day to his downtown job. || You need to go downtown four blocks. || That shot came from way downtown!
dozen,n,дюжина,887,3.136,"Can I have a dozen eggs, please? || There must have been dozens of examples just on the first page."
drag,v,"тащить(ся), тянуть(ся); сленг: надоедать; скучища и др.",837,3.339,"When designing cars, manufacturers have to take drag into consideration. || Travelling to work in the rush hour is a real drag. || to run a drag || a stone drag || Let's drag this load of wood over to the shed. || Time seems to drag when you’re waiting for a bus. || Drag the file into the window to open it. || The car was so low to the ground that its muffler was dragging on a speed bump. || You just drag him 'cause he's got more money than you. || He performed in drag. || corporate drag"
dragon,n,дракон,2044,1.055,
drain,n,"дренаж; водосток; перен. истощение, утечка (сил, средств); v- осущать; истощать",1861,1.187,
drape,v,украшать тканями; драпировать,2486,781.0,
drawer,n,"ящик (стола, комода)",1452,1.672,
dream,v,"(бр. dreamt, dreamt [dremt]; ам. dreamed, dreamed [drJmd]) видеть во сне; мечтать; n- сон; мечта",620,4.758,a dream of bliss || Stop dreaming and get back to work. || I dreamed a vivid dream last night. || I wouldn't dream of snubbing you in public.
dress,n,"платье, одежда; v- одевать(ся)",425,7.487,"Amy and Mary looked very pretty in their dresses. || He came to the party in formal dress. || He was dressed in the latest fashions. || I rose and dressed before daybreak.  It's very cold out. Dress warm. || Due to a left ankle sprain, Kobe Bryant did not dress for the game against Indiana || Does sir dress to the right or the left? || It was time to dress the windows for Christmas again. || to dress leather or cloth;  to dress a garden;  to dress grain, by cleansing it;  in mining and metallurgy, to dress ores, by sorting and separating them || Right, dress!"
drift,n,медленное течение; дрейф и др.; v- дрейфовать; плыть по течению; бездействовать; наносить сугробы и др.,1134,2.302,
drink,v,"(drank [drxNk]; drunk [drANk]) пить; выпивать; n- питье; напиток; глоток; drinking n- питье, пьянство",327,10.216,"He drank the water I gave him. || Jack drank the whole bottle by himself. || Everyone who is drinking is drinking, but not everyone who is drinking is drinking. || I’d like another drink please. || My favourite drink is the White Russian. || Can I buy you a drink? || He was about to take a drink from his root beer. || If he doesn't pay off the mafia, he’ll wear cement shoes to the bottom of the drink!"
drip,v,капать; стекать; dripping капанье; капающий; промокший,1682,1.359,
drive,v,"(drove [drouv]; driven ['drIvn]) ехать; управлять (автомоб.); n- езда, катание; driving также езда, вождение;",266,12.538,"Crassus had wealth and wit, but Pompey had drive and Caesar as much again. || Napoleon's drive on Moscow was as determined as it was disastrous. || Some old model trains have clockwork drives. || It was a long drive. || The mansion had a long, tree-lined drive. || Beverly Hills’ most famous street is Rodeo Drive. || a whist drive; a beetle drive || You drive nails into wood with a hammer. || My wife's constant harping about the condition of the house threatens to drive me to distraction. || to drive twenty thousand head of cattle from Texas to the Kansas railheads; to drive sheep out of a field || The beaters drove the brambles, causing a great rush of rabbits and other creatures. || The pistons drive the crankshaft. || drive a car || What drives a person to run a marathon? || Their debts finally drove them to sell the business. || This constant complaining is going to drive me to insanity.   You are driving me crazy! || I drive to work every day. || My wife drove me to the airport."
driver,n,"шофер, водитель",628,4.709,
driveway,n,"дорога, проезд",1909,1.154,
drop,n,капля; понижение; v- капать; ронять; бросать; снижать(ся),295,11.624,"Put three drops of oil into the mixture. || asked for just a drop more tea; she was thirsty and there wasn't a drop of water to be found || It doesn't matter where you're from; anyone who enjoys the drop is a friend of mine. || That was a long drop, but fortunately I didn't break any bones. || a drop in demand for oil resulted in a drop in prices || On one side of the road was a 50-foot drop. || I left the plans at the drop, like you asked. || The Tiger quarterback took a one-step drop, expecting his tight end to be open. || The equipment shows how much the glacier has moved and the amount it dropped in height over the summer. || A single shot was fired and the bird dropped from the sky. || Don't drop that plate!   The police ordered the men to drop their weapons. || Could you drop me at the airport on your way to work tomorrow? || Drop and give me thirty push-ups, private! || The moderator would drop hints whenever the students struggled. || I'm tired of this subject. Will you just drop it? || The stock dropped 1.5% yesterday.   We can take our vacation when the price of fuel drops.   Watch for the temperature to drop sharply, then you'll know the reaction is complete. || Drop me a note when you get to the city. || Make any sudden movements and I will drop you! || Cockneys drop their aitches. || Warne dropped Tendulkar on 99. Tendulkar went on to get a century next ball || They had never dropped acid. || I dropped ten pounds and an obnoxious fiancée. || I've been dropped from the football team. || I drop knowledge wherever I go. || That hacker has been threatening to drop my docs [i.e. publish my personal information]. || I love it when he drops his funky beats. || ""Hip-Hop Xmas"" dropped in time for the holidays. || I had to drop calculus because it was taking up too much of my time and I couldn't go anymore. || Drop a basket of fries. || Billy's voice dropped suddenly when he turned 12. || My synthesizer makes the notes sound funny when they drop below C2. || Do drop by soon and I'll lend you that book. || to drop a lamb"
drug,n,наркотик; лекарство; v- давать наркотики,1027,2.583,"Aspirin is a drug that reduces pain, acts against inflammation and lowers body temperature. || 2010, Kesha Rose Sebert (Ke$ha), with Pebe Sebert and Joshua Coleman (Ammo), Your Love is My Drug || She suddenly felt strange, and only then realized she'd been drugged. || She suddenly felt strange. She realized her drink must have been drugged. || Let's drag this load of wood over to the shed. || Time seems to drag when you’re waiting for a bus. || Drag the file into the window to open it. || The car was so low to the ground that its muffler was dragging on a speed bump. || You just drag him 'cause he's got more money than you."
drum,n,"барабан; v- бить в барабан; стучать, барабанить (пальцами)",2084,1.026,Replace the drum unit of your printer. || The restaurant ordered ketchup in 50-gallon drums.
drunk,a,"пьяный, опьяненный; (а также прич. пр. врем. от drink)",1558,1.514,"He drank the water I gave him. || Jack drank the whole bottle by himself. || Everyone who is drinking is drinking, but not everyone who is drinking is drinking. || Drunk with power he immediately ordered a management reshuffle."
